,inicio,fim,conc_silica,conc_fe,param_dosagem_amido,dosagem_amina_conc_magnetica,ph_flotacao_linha01,ph_flotacao_linha02,densidade_alimentacao_flotacao,nivel_celula_li640101,TO_LI6401_02,nivel_celula_li640201,nivel_celula_li640202,nivel_celula_li641101,nivel_celula_li641102,nivel_celula_li641201,nivel_celula_li641202,nivel_celula_li642101,nivel_celula_li642201,nivel_celula_li643101,nivel_celula_li643201,vazao_alimentacao_flotacao,operacao,inicio_dt,mudou,tempo_entre_mudancas,fora_do_esperado
1455,2024-07-31 03:00:00.002,2024-07-31 03:20:00.002,3.93,64.48,482.25,180.0,9.46,9.05,1.56,341.63,360.91,331.76,355.91,332.28,348.9,355.06,367.24,334.48,382.37,325.43,280.26,923.77,True,2024-07-31 03:00:00.002,True,0 days 02:00:00,False
1456,2024-07-31 05:00:00.002,2024-07-31 05:20:00.002,4.54,64.99,481.86,180.0,9.78,9.4,1.57,370.96,301.35,309.11,369.84,350.37,351.66,347.1,349.0,355.83,33.23,360.71,0.06,509.83,True,2024-07-31 05:00:00.002,True,0 days 02:00:00,False
1457,2024-07-31 07:00:00.002,2024-07-31 07:20:00.002,3.58,64.22,482.81,180.0,9.47,9.05,1.51,367.24,399.58,367.64,364.36,389.15,350.35,349.26,353.44,353.8,348.43,359.91,350.78,1041.21,True,2024-07-31 07:00:00.002,True,0 days 02:00:00,False
1458,2024-07-31 09:00:00.002,2024-07-31 09:20:00.002,2.77,64.94,482.81,180.0,9.46,9.05,1.6,370.31,371.36,367.52,367.18,366.32,349.73,350.41,350.21,362.06,406.05,358.86,359.82,982.25,True,2024-07-31 09:00:00.002,True,0 days 02:00:00,False
1459,2024-07-31 11:00:00.002,2024-07-31 11:20:00.002,2.05,65.49,487.2,180.0,9.48,9.11,1.58,369.75,371.27,372.18,372.14,337.36,350.36,351.3,350.12,409.31,409.51,344.76,393.83,894.76,True,2024-07-31 11:00:00.002,True,0 days 02:00:00,False
1460,2024-07-31 13:00:00.002,2024-07-31 13:20:00.002,1.74,65.52,487.2,180.0,9.39,9.02,1.56,369.33,370.59,370.53,369.81,350.48,350.4,350.33,350.26,359.68,365.14,320.05,249.59,807.25,True,2024-07-31 13:00:00.002,True,0 days 02:00:00,False
1462,2024-07-31 19:00:00.002,2024-07-31 19:20:00.002,6.72,62.96,470.0,180.0,9.47,9.07,1.45,370.5,345.49,343.2,344.34,321.66,347.19,344.33,347.82,349.15,363.95,296.66,310.16,567.72,True,2024-07-31 19:00:00.002,True,0 days 02:00:00,False
1463,2024-07-31 21:00:00.002,2024-07-31 21:20:00.002,3.34,65.28,470.01,180.0,9.48,9.07,1.63,371.48,364.46,377.43,369.86,339.82,350.79,328.39,350.12,369.14,408.55,359.15,271.76,753.77,True,2024-07-31 21:00:00.002,True,0 days 02:00:00,False
1464,2024-07-31 23:00:00.002,2024-07-31 23:20:00.002,2.06,65.98,476.02,180.0,9.42,9.03,1.57,369.87,361.02,364.09,369.3,345.6,350.08,349.36,349.44,358.52,409.16,242.42,346.92,826.75,True,2024-07-31 23:00:00.002,True,0 days 02:00:00,False
1467,2024-08-01 07:00:00.000,2024-08-01 07:20:00.000,5.62,62.57,483.85,178.13,9.47,9.13,1.62,369.8,316.38,374.71,372.12,364.03,351.34,340.92,341.46,362.85,408.73,360.42,337.06,794.91,True,2024-08-01 07:00:00.000,True,0 days 02:00:00,False
1468,2024-08-01 09:00:00.000,2024-08-01 09:20:00.000,3.8,63.19,483.85,170.0,9.48,9.14,1.62,370.14,373.07,365.41,370.06,359.88,350.77,349.77,349.58,355.96,409.01,359.16,369.6,861.55,True,2024-08-01 09:00:00.000,True,0 days 02:00:00,False
1469,2024-08-01 11:00:00.000,2024-08-01 11:20:00.000,2.66,67.02,481.5,170.0,9.55,9.17,1.63,369.82,304.21,372.01,371.61,343.46,349.65,338.98,342.05,361.32,404.7,360.86,317.86,909.21,True,2024-08-01 11:00:00.000,True,0 days 02:00:00,False
1470,2024-08-01 13:00:00.000,2024-08-01 13:20:00.000,2.17,65.14,481.5,143.75,9.5,9.12,1.6,369.52,297.58,290.23,337.29,343.89,349.6,349.91,349.46,358.47,360.01,360.3,280.26,776.86,True,2024-08-01 13:00:00.000,True,0 days 02:00:00,False
1471,2024-08-01 15:00:00.000,2024-08-01 15:20:00.000,2.33,64.7,489.93,150.46,9.59,9.2,1.65,371.8,326.03,370.68,374.53,340.69,348.08,303.71,350.7,359.8,327.55,338.36,240.63,713.17,True,2024-08-01 15:00:00.000,True,0 days 02:00:00,False
1472,2024-08-01 17:00:00.000,2024-08-01 17:20:00.000,4.1,63.43,493.05,145.83,9.46,9.08,1.66,371.85,366.48,370.68,371.04,357.13,351.62,353.37,345.44,362.48,406.53,359.2,339.39,1033.35,True,2024-08-01 17:00:00.000,True,0 days 02:00:00,False
1473,2024-08-01 19:00:00.000,2024-08-01 19:20:00.000,6.99,61.9,490.01,169.41,9.48,9.1,1.62,367.32,367.49,367.87,367.9,354.44,348.27,349.41,350.21,357.88,405.84,352.1,372.52,1082.57,True,2024-08-01 19:00:00.000,True,0 days 02:00:00,False
1478,2024-08-02 01:00:00.000,2024-08-02 01:20:00.000,4.72,63.43,492.27,180.0,9.47,8.46,1.63,366.24,263.84,237.32,299.58,356.53,339.27,349.87,344.18,336.22,316.05,365.08,276.93,589.78,True,2024-08-02 01:00:00.000,True,0 days 02:00:00,False
1479,2024-08-02 03:00:00.000,2024-08-02 03:20:00.000,3.18,64.58,491.62,180.0,9.48,8.76,1.63,371.42,317.6,318.27,372.09,353.22,350.01,353.59,350.25,352.3,363.12,369.85,310.02,903.0,True,2024-08-02 03:00:00.000,True,0 days 02:00:00,False
1480,2024-08-02 05:00:00.000,2024-08-02 05:20:00.000,2.2,64.75,491.01,170.0,9.51,9.02,1.61,369.22,370.15,372.65,370.53,351.71,350.22,348.95,356.37,361.17,366.9,364.67,317.52,973.46,True,2024-08-02 05:00:00.000,True,0 days 02:00:00,False
1481,2024-08-02 07:00:00.000,2024-08-02 07:20:00.000,7.72,61.67,499.71,150.47,8.57,8.04,1.6,370.83,363.98,364.68,369.72,339.44,349.21,343.5,349.34,353.18,293.51,331.46,192.36,583.01,True,2024-08-02 07:00:00.000,True,0 days 02:00:00,False
1483,2024-08-02 15:00:00.000,2024-08-02 15:20:00.000,7.22,61.07,499.63,149.61,9.51,7.3,1.56,369.27,368.67,1.57,0.0,338.94,349.69,1.77,0.15,359.7,0.0,366.71,10.31,592.09,True,2024-08-02 15:00:00.000,True,0 days 02:00:00,False
1486,2024-08-02 19:00:00.000,2024-08-02 19:20:00.000,3.74,63.38,498.66,145.47,9.54,9.14,1.5,369.29,363.16,368.95,369.3,387.2,349.75,349.55,349.44,359.26,371.93,358.62,332.54,778.66,True,2024-08-02 19:00:00.000,True,0 days 02:00:00,False
1487,2024-08-02 21:00:00.000,2024-08-02 21:20:00.000,1.61,65.96,498.66,167.12,9.52,9.31,1.57,369.59,368.9,368.77,369.25,374.83,348.94,346.78,349.42,356.54,363.94,321.48,370.09,1004.61,True,2024-08-02 21:00:00.000,True,0 days 02:00:00,False
1488,2024-08-02 23:00:00.000,2024-08-02 23:20:00.000,1.42,66.23,499.54,147.93,9.54,9.41,1.5,371.03,373.36,372.02,370.99,386.19,351.2,351.15,350.15,363.88,369.47,305.49,306.5,953.6,True,2024-08-02 23:00:00.000,True,0 days 02:00:00,False
1489,2024-08-03 01:00:00.000,2024-08-03 01:20:00.000,4.19,63.79,500.0,135.0,9.48,9.35,1.55,370.12,368.58,368.17,368.54,387.05,349.47,349.35,349.32,359.29,366.51,320.54,313.1,878.72,True,2024-08-03 01:00:00.000,True,0 days 02:00:00,False
1490,2024-08-03 03:00:00.000,2024-08-03 03:20:00.000,1.99,65.53,500.0,157.5,9.45,9.3,1.62,369.28,351.12,357.65,353.14,330.43,347.83,349.27,349.37,345.1,276.63,375.23,200.88,739.0,True,2024-08-03 03:00:00.000,True,0 days 02:00:00,False
1492,2024-08-03 09:00:00.000,2024-08-03 09:20:00.000,9.3,61.18,495.38,170.0,9.51,9.31,1.45,357.6,373.14,357.68,382.17,358.81,328.19,371.25,348.28,354.64,362.59,355.48,275.92,1047.2,True,2024-08-03 09:00:00.000,True,0 days 02:00:00,False
1493,2024-08-03 11:00:00.000,2024-08-03 11:20:00.000,14.18,58.24,496.12,170.0,9.37,9.17,1.6,370.21,364.52,369.65,370.23,370.39,100.77,352.21,350.15,365.64,341.89,352.39,226.1,688.0,True,2024-08-03 11:00:00.000,True,0 days 02:00:00,False
1498,2024-08-03 17:00:00.000,2024-08-03 17:20:00.000,4.72,62.92,494.07,145.21,9.53,9.33,1.59,366.9,352.67,352.82,352.12,353.69,276.77,336.53,348.45,355.37,381.81,289.9,260.71,812.76,True,2024-08-03 17:00:00.000,True,0 days 02:00:00,False
1503,2024-08-03 23:00:00.000,2024-08-03 23:20:00.000,2.5,64.79,489.85,170.0,9.56,9.34,1.39,370.48,361.72,391.34,373.98,363.36,204.88,354.8,350.11,358.0,342.01,341.65,43.34,613.0,True,2024-08-03 23:00:00.000,True,0 days 02:00:00,False
1504,2024-08-04 01:00:00.000,2024-08-04 01:20:00.000,3.23,64.11,489.78,143.75,9.45,9.23,1.57,369.85,370.3,369.88,370.36,346.85,349.88,351.94,350.17,359.55,371.81,365.52,226.5,709.44,True,2024-08-04 01:00:00.000,True,0 days 02:00:00,False
1505,2024-08-04 03:00:00.000,2024-08-04 03:20:00.000,2.28,65.0,485.31,163.46,9.54,9.32,1.6,370.14,369.96,369.55,368.49,351.29,350.12,350.51,349.83,361.49,378.84,376.94,208.03,812.73,True,2024-08-04 03:00:00.000,True,0 days 02:00:00,False
1506,2024-08-04 05:00:00.000,2024-08-04 05:20:00.000,2.56,64.75,486.66,147.14,9.51,9.29,1.58,370.24,361.24,372.29,369.44,349.65,349.62,349.93,349.73,358.03,362.91,370.79,194.67,757.23,True,2024-08-04 05:00:00.000,True,0 days 02:00:00,False
1507,2024-08-04 07:00:00.000,2024-08-04 07:20:00.000,1.73,65.24,485.6,143.75,9.61,9.38,1.59,370.1,370.72,370.07,369.95,348.11,349.65,349.58,349.94,358.53,360.08,353.51,218.08,786.74,True,2024-08-04 07:00:00.000,True,0 days 02:00:00,False
1508,2024-08-04 09:00:00.000,2024-08-04 09:20:00.000,5.83,62.89,485.6,141.71,9.51,9.29,1.53,370.24,369.91,368.72,370.53,354.66,349.76,349.99,351.31,361.12,381.53,344.48,0.0,671.57,True,2024-08-04 09:00:00.000,True,0 days 02:00:00,False
1509,2024-08-04 11:00:00.000,2024-08-04 11:20:00.000,1.85,65.26,486.31,163.7,9.54,9.24,1.25,212.47,294.63,265.82,331.74,326.49,136.62,379.18,275.62,336.04,347.84,329.33,0.0,604.57,True,2024-08-04 11:00:00.000,True,0 days 02:00:00,False
1513,2024-08-04 21:00:00.000,2024-08-04 21:20:00.000,12.18,59.9,489.86,151.51,9.5,9.19,1.67,370.46,363.19,374.64,372.66,352.88,350.72,354.06,351.26,359.75,370.66,366.94,246.29,852.86,True,2024-08-04 21:00:00.000,True,0 days 02:00:00,False
1514,2024-08-04 23:00:00.000,2024-08-04 23:20:00.000,6.47,64.08,488.99,170.0,9.73,9.32,1.65,369.56,363.24,364.25,366.12,378.67,318.79,362.69,350.62,357.23,354.98,354.51,288.79,973.87,True,2024-08-04 23:00:00.000,True,0 days 02:00:00,False
1515,2024-08-05 01:00:00.000,2024-08-05 01:20:00.000,1.99,65.11,488.76,170.0,9.5,9.12,1.64,370.91,360.54,375.86,370.82,376.9,345.44,385.46,350.02,365.71,141.83,369.96,0.0,918.84,True,2024-08-05 01:00:00.000,True,0 days 02:00:00,False
1516,2024-08-05 03:00:00.000,2024-08-05 03:20:00.000,2.96,64.45,486.55,149.29,9.47,9.09,1.65,371.49,379.42,370.86,374.47,398.83,349.97,368.41,350.01,364.85,372.55,370.41,334.1,1192.84,True,2024-08-05 03:00:00.000,True,0 days 02:00:00,False
1517,2024-08-05 05:00:00.000,2024-08-05 05:20:00.000,2.27,64.08,480.92,156.39,9.5,9.11,1.64,369.99,379.21,369.67,368.58,349.11,264.16,349.13,349.97,360.11,373.84,381.38,388.1,806.35,True,2024-08-05 05:00:00.000,True,0 days 02:00:00,False
1518,2024-08-05 07:00:00.000,2024-08-05 07:20:00.000,2.68,64.79,490.0,147.54,9.46,9.11,1.63,370.78,379.21,375.98,373.27,364.59,352.69,408.04,350.54,357.51,358.35,341.53,317.61,784.96,True,2024-08-05 07:00:00.000,True,0 days 02:00:00,False
1519,2024-08-05 09:00:00.000,2024-08-05 09:20:00.000,7.01,62.62,490.0,143.75,9.49,9.07,1.63,369.7,369.56,369.22,368.12,339.79,347.17,395.81,350.54,358.23,363.47,323.33,358.43,894.02,True,2024-08-05 09:00:00.000,True,0 days 02:00:00,False
1520,2024-08-05 11:00:00.000,2024-08-05 11:20:00.000,9.63,61.3,495.56,169.81,9.19,9.21,1.64,371.1,371.16,371.67,369.5,383.81,306.12,392.85,349.62,369.05,371.56,333.19,296.09,1028.57,True,2024-08-05 11:00:00.000,True,0 days 02:00:00,False
1523,2024-08-05 15:00:00.000,2024-08-05 15:20:00.000,3.72,64.96,491.4,150.8,8.68,9.56,1.63,370.8,370.99,370.61,371.28,341.82,348.61,406.25,349.89,305.56,368.55,342.41,388.78,653.92,True,2024-08-05 15:00:00.000,True,0 days 02:00:00,False
1524,2024-08-05 17:00:00.000,2024-08-05 17:20:00.000,2.31,65.74,475.94,170.0,8.4,9.52,1.55,397.0,150.27,272.44,343.64,337.49,106.07,349.8,348.59,349.33,319.81,354.29,352.64,527.2,True,2024-08-05 17:00:00.000,True,0 days 02:00:00,False
1525,2024-08-05 19:00:00.000,2024-08-05 19:20:00.000,5.22,64.05,484.06,146.38,8.88,9.77,1.46,410.0,91.7,182.79,311.58,321.46,38.52,348.83,349.9,362.11,243.48,335.54,319.02,500.29,True,2024-08-05 19:00:00.000,True,0 days 02:00:00,False
1527,2024-08-06 01:00:00.000,2024-08-06 01:20:00.000,3.4,63.46,479.15,150.31,9.53,9.2,1.6,369.39,369.26,369.54,369.69,348.04,344.49,349.79,348.83,361.72,333.1,339.8,361.05,764.78,True,2024-08-06 01:00:00.000,True,0 days 02:00:00,False
1528,2024-08-06 03:00:00.000,2024-08-06 03:20:00.000,3.86,62.99,479.15,170.0,9.51,9.14,1.59,369.64,369.35,372.46,369.96,342.72,347.92,363.46,349.88,362.43,377.69,282.72,347.15,910.32,True,2024-08-06 03:00:00.000,True,0 days 02:00:00,False
1529,2024-08-06 05:00:00.000,2024-08-06 05:20:00.000,3.49,64.43,470.47,170.0,9.45,9.1,1.6,370.03,365.9,369.11,366.05,348.34,346.39,365.76,350.07,357.82,334.63,325.17,218.02,720.94,True,2024-08-06 05:00:00.000,True,0 days 02:00:00,False
1530,2024-08-06 07:00:00.000,2024-08-06 07:20:00.000,2.62,63.92,475.09,170.0,9.5,9.11,1.62,368.45,369.78,367.96,368.7,368.05,349.91,345.22,72.99,362.6,282.04,320.35,209.03,828.14,True,2024-08-06 07:00:00.000,True,0 days 02:00:00,False
1531,2024-08-06 09:00:00.000,2024-08-06 09:20:00.000,3.89,63.31,475.09,145.5,9.44,9.02,1.61,367.46,363.43,366.43,364.53,407.21,279.93,406.72,0.05,346.02,375.02,289.03,230.8,886.19,True,2024-08-06 09:00:00.000,True,0 days 02:00:00,False
1532,2024-08-06 11:00:00.000,2024-08-06 11:20:00.000,8.02,61.83,484.07,170.0,9.49,9.08,1.65,370.85,351.43,375.56,371.03,350.37,350.46,351.96,11.95,360.78,369.18,326.77,295.33,709.21,True,2024-08-06 11:00:00.000,True,0 days 02:00:00,False
1533,2024-08-06 13:00:00.000,2024-08-06 13:20:00.000,2.77,64.82,484.91,169.99,9.39,8.99,1.61,371.51,353.74,378.08,372.25,356.78,350.74,357.63,351.01,366.99,387.08,277.72,360.84,819.44,True,2024-08-06 13:00:00.000,True,0 days 02:00:00,False
1534,2024-08-06 15:00:00.000,2024-08-06 15:20:00.000,3.35,64.58,479.13,146.27,9.45,9.06,1.61,387.99,361.66,390.1,390.61,369.37,358.83,393.48,350.8,381.45,369.65,282.86,366.84,929.1,True,2024-08-06 15:00:00.000,True,0 days 02:00:00,False
1535,2024-08-06 17:00:00.000,2024-08-06 17:20:00.000,3.27,64.75,475.09,169.44,9.38,9.01,1.6,369.66,316.4,379.81,371.82,349.12,349.37,363.27,351.3,366.45,371.57,230.43,362.86,711.2,True,2024-08-06 17:00:00.000,True,0 days 02:00:00,False
1536,2024-08-06 19:00:00.000,2024-08-06 19:20:00.000,3.97,63.69,484.63,170.0,9.5,9.12,1.59,370.1,341.21,365.24,367.23,350.23,349.42,384.13,349.78,358.29,369.79,304.96,375.33,882.13,True,2024-08-06 19:00:00.000,True,0 days 02:00:00,False
1537,2024-08-06 21:00:00.000,2024-08-06 21:20:00.000,2.07,65.72,484.93,170.0,9.71,9.34,1.57,368.92,365.16,362.58,368.29,344.7,301.24,345.4,348.85,356.0,333.95,286.42,304.35,696.14,True,2024-08-06 21:00:00.000,True,0 days 02:00:00,False
1538,2024-08-06 23:00:00.000,2024-08-06 23:20:00.000,1.79,65.99,484.77,151.66,9.64,9.25,1.36,372.18,376.87,351.22,370.09,357.03,170.12,352.98,351.06,359.66,318.57,325.99,292.7,508.31,True,2024-08-06 23:00:00.000,True,0 days 02:00:00,False
1539,2024-08-07 01:00:00.000,2024-08-07 01:20:00.000,1.39,65.74,484.8,143.46,9.41,8.95,1.39,371.02,409.3,371.61,370.97,364.84,352.15,409.32,350.59,364.48,405.11,340.27,395.89,971.83,True,2024-08-07 01:00:00.000,True,0 days 02:00:00,False
1540,2024-08-07 03:00:00.000,2024-08-07 03:20:00.000,2.46,64.6,477.97,136.7,9.73,9.29,1.51,369.25,351.01,362.07,362.05,313.48,340.7,344.16,203.76,355.57,347.01,360.86,364.95,818.32,True,2024-08-07 03:00:00.000,True,0 days 02:00:00,False
1541,2024-08-07 05:00:00.000,2024-08-07 05:20:00.000,3.31,65.36,475.03,147.3,8.92,8.38,1.16,266.81,332.75,252.29,314.43,288.5,146.64,314.33,12.9,298.11,273.72,346.08,174.44,263.67,True,2024-08-07 05:00:00.000,True,0 days 02:00:00,False
1543,2024-08-08 03:00:00.000,2024-08-08 03:20:00.000,1.51,65.65,481.76,145.24,9.29,8.94,1.62,368.9,368.86,366.9,366.75,353.26,349.83,345.47,266.26,361.23,409.58,317.16,360.4,696.88,True,2024-08-08 03:00:00.000,True,0 days 02:00:00,False
1544,2024-08-08 05:00:00.000,2024-08-08 05:20:00.000,3.74,64.33,486.71,147.49,9.35,8.96,1.49,367.57,378.68,360.96,367.12,364.5,348.4,365.48,272.32,364.25,406.36,316.41,332.28,638.05,True,2024-08-08 05:00:00.000,True,0 days 02:00:00,False
1545,2024-08-08 07:00:00.000,2024-08-08 07:20:00.000,2.0,65.04,485.39,170.0,9.59,9.22,1.65,369.36,329.92,294.83,318.24,337.51,339.25,244.62,57.19,288.34,334.17,338.68,271.74,576.88,True,2024-08-08 07:00:00.000,True,0 days 02:00:00,False
1546,2024-08-08 09:00:00.000,2024-08-08 09:20:00.000,1.86,66.3,485.39,150.07,9.46,9.09,1.62,378.21,349.26,379.85,384.6,342.7,348.18,294.64,57.0,321.07,370.99,367.47,251.43,834.05,True,2024-08-08 09:00:00.000,True,0 days 02:00:00,False
1547,2024-08-08 11:00:00.000,2024-08-08 11:20:00.000,2.44,64.57,485.39,145.58,9.66,9.26,1.63,368.99,302.72,317.3,368.36,348.45,349.25,298.81,56.47,256.73,351.32,268.91,215.29,537.43,True,2024-08-08 11:00:00.000,True,0 days 02:00:00,False
1548,2024-08-08 13:00:00.000,2024-08-08 13:20:00.000,4.09,64.38,485.39,145.38,9.53,9.13,1.55,371.66,390.41,377.24,381.06,377.52,357.0,371.84,168.31,366.02,361.57,355.37,135.09,782.66,True,2024-08-08 13:00:00.000,True,0 days 02:00:00,False
1551,2024-08-08 17:00:00.000,2024-08-08 17:20:00.000,8.2,61.51,490.29,170.0,9.41,9.01,1.61,369.6,377.12,351.5,368.05,351.25,351.78,350.21,261.06,330.39,229.98,303.03,215.81,573.73,True,2024-08-08 17:00:00.000,True,0 days 02:00:00,False
1552,2024-08-08 19:00:00.000,2024-08-08 19:20:00.000,7.12,61.87,482.81,170.0,9.7,9.27,1.55,369.93,323.02,299.13,368.68,346.5,348.7,346.1,70.02,295.18,317.32,333.09,188.36,538.98,True,2024-08-08 19:00:00.000,True,0 days 02:00:00,False
1553,2024-08-08 21:00:00.000,2024-08-08 21:20:00.000,1.9,65.42,483.03,170.0,9.74,9.32,1.54,370.76,273.69,258.07,344.15,334.46,350.76,340.94,255.44,342.48,321.5,350.51,324.21,556.36,True,2024-08-08 21:00:00.000,True,0 days 02:00:00,False
1554,2024-08-08 23:00:00.000,2024-08-08 23:20:00.000,2.15,63.93,486.94,147.48,9.51,9.06,1.63,370.14,343.66,371.61,368.49,351.37,349.58,350.09,350.02,366.51,327.8,362.7,313.1,821.34,True,2024-08-08 23:00:00.000,True,0 days 02:00:00,False
1555,2024-08-09 01:00:00.000,2024-08-09 01:20:00.000,2.26,64.03,486.95,151.04,9.46,9.05,1.63,367.58,339.48,368.97,360.66,343.14,348.14,339.91,349.45,344.25,406.66,350.1,164.41,913.11,True,2024-08-09 01:00:00.000,True,0 days 02:00:00,False
1556,2024-08-09 03:00:00.000,2024-08-09 03:20:00.000,2.69,63.52,484.95,145.89,9.57,9.2,1.48,371.51,348.13,361.33,372.4,371.98,339.75,334.18,351.32,372.16,292.46,245.69,179.99,565.58,True,2024-08-09 03:00:00.000,True,0 days 02:00:00,False
1562,2024-08-09 15:00:00.000,2024-08-09 15:20:00.000,1.72,64.72,481.92,148.65,9.46,9.2,1.62,369.3,369.48,367.19,369.38,350.91,349.05,348.25,349.5,364.78,372.16,305.48,1.21,962.48,True,2024-08-09 15:00:00.000,True,0 days 02:00:00,False
1564,2024-08-09 23:00:00.000,2024-08-09 23:20:00.000,1.61,65.69,487.81,150.0,9.62,9.29,1.43,373.25,386.26,375.51,373.88,353.15,352.36,349.29,98.36,372.14,356.01,319.76,278.41,864.8,True,2024-08-09 23:00:00.000,True,0 days 02:00:00,False
1569,2024-08-10 07:00:00.000,2024-08-10 07:20:00.000,2.86,64.96,483.97,157.11,9.65,9.32,1.48,372.58,373.34,355.71,372.26,355.44,352.02,349.92,53.15,372.77,339.35,366.58,253.21,855.76,True,2024-08-10 07:00:00.000,True,0 days 02:00:00,False
1570,2024-08-10 09:00:00.000,2024-08-10 09:20:00.000,2.53,65.06,483.8,150.31,9.57,9.22,1.54,370.8,375.34,373.78,372.99,357.52,351.36,352.28,350.7,368.88,362.82,314.49,293.15,942.86,True,2024-08-10 09:00:00.000,True,0 days 02:00:00,False
1571,2024-08-10 11:00:00.000,2024-08-10 11:20:00.000,1.27,66.08,487.8,143.5,9.51,9.15,1.49,367.29,366.35,359.79,363.55,338.86,348.0,367.82,316.79,363.34,354.43,317.53,303.24,994.0,True,2024-08-10 11:00:00.000,True,0 days 02:00:00,False
1576,2024-08-11 19:00:00.000,2024-08-11 19:20:00.000,4.77,63.41,487.03,170.0,9.0,9.56,1.55,370.06,316.43,222.84,248.38,328.1,346.49,326.64,56.89,321.64,297.13,358.58,255.91,579.96,True,2024-08-11 19:00:00.000,True,0 days 02:00:00,False
1578,2024-08-12 01:00:00.000,2024-08-12 01:20:00.000,2.11,64.3,484.76,138.25,9.0,8.72,1.61,374.09,377.87,375.33,368.83,381.32,351.01,343.81,152.17,360.58,410.0,352.0,388.87,809.81,True,2024-08-12 01:00:00.000,True,0 days 02:00:00,False
1579,2024-08-12 03:00:00.000,2024-08-12 03:20:00.000,1.24,64.94,489.14,151.68,9.52,9.21,1.59,368.97,358.09,367.13,369.45,325.75,349.62,349.32,57.72,369.19,410.0,340.95,145.24,908.54,True,2024-08-12 03:00:00.000,True,0 days 02:00:00,False
1580,2024-08-12 05:00:00.000,2024-08-12 05:20:00.000,2.25,64.71,494.65,141.62,8.62,9.5,1.6,372.74,336.4,379.16,371.82,342.18,350.29,347.64,58.5,374.83,410.0,354.95,388.6,861.05,True,2024-08-12 05:00:00.000,True,0 days 02:00:00,False
1581,2024-08-12 07:00:00.000,2024-08-12 07:20:00.000,2.21,64.33,484.49,148.12,9.43,9.07,1.6,370.23,379.45,369.8,371.15,391.97,352.12,359.28,153.84,370.1,410.0,313.95,298.13,938.47,True,2024-08-12 07:00:00.000,True,0 days 02:00:00,False
1582,2024-08-12 09:00:00.000,2024-08-12 09:20:00.000,3.0,64.69,484.45,149.9,9.39,9.01,1.59,367.95,364.46,365.32,371.52,315.64,346.59,348.79,0.0,369.3,410.0,304.06,227.17,1078.57,True,2024-08-12 09:00:00.000,True,0 days 02:00:00,False
1583,2024-08-12 11:00:00.000,2024-08-12 11:20:00.000,7.18,62.84,481.92,162.2,9.42,9.04,1.51,371.36,394.24,373.93,383.52,387.38,325.86,394.52,0.0,364.16,408.79,352.9,296.05,1189.08,True,2024-08-12 11:00:00.000,True,0 days 02:00:00,False
1584,2024-08-12 13:00:00.000,2024-08-12 13:20:00.000,3.97,64.57,481.85,170.0,9.52,9.19,1.61,371.28,367.14,268.88,371.56,364.85,352.56,350.64,350.64,371.42,343.8,352.59,243.97,656.83,True,2024-08-12 13:00:00.000,True,0 days 02:00:00,False
1585,2024-08-12 15:00:00.000,2024-08-12 15:20:00.000,2.34,64.84,486.23,170.0,9.51,9.11,1.6,370.35,342.75,299.13,247.37,344.56,349.39,350.4,349.69,369.68,371.83,370.73,286.1,922.33,True,2024-08-12 15:00:00.000,True,0 days 02:00:00,False
1586,2024-08-12 17:00:00.000,2024-08-12 17:20:00.000,1.47,66.0,486.23,145.5,9.48,9.07,1.59,368.7,334.73,348.08,319.73,347.6,349.18,350.26,349.83,368.15,361.73,368.48,311.02,974.34,True,2024-08-12 17:00:00.000,True,0 days 02:00:00,False
1587,2024-08-12 19:00:00.000,2024-08-12 19:20:00.000,1.8,65.83,486.91,135.0,9.53,9.13,1.6,365.66,362.92,368.63,369.01,348.26,332.51,349.08,350.38,321.03,372.49,284.05,262.29,771.93,True,2024-08-12 19:00:00.000,True,0 days 02:00:00,False
1588,2024-08-12 21:00:00.000,2024-08-12 21:20:00.000,5.73,61.71,486.92,142.78,9.57,9.16,1.59,370.19,370.1,371.5,369.38,341.18,236.5,349.71,350.08,376.81,361.78,373.91,279.94,954.01,True,2024-08-12 21:00:00.000,True,0 days 02:00:00,False
1589,2024-08-12 23:00:00.000,2024-08-12 23:20:00.000,2.71,64.33,489.11,168.94,9.54,9.13,1.62,368.27,316.38,298.42,316.04,300.66,207.22,349.52,350.31,365.18,343.92,370.98,303.75,852.71,True,2024-08-12 23:00:00.000,True,0 days 02:00:00,False
1590,2024-08-13 01:00:00.000,2024-08-13 01:20:00.000,4.24,63.49,490.0,144.08,9.51,9.12,1.62,370.24,325.12,334.12,340.28,347.52,75.71,350.39,351.22,373.83,364.33,320.86,217.62,651.06,True,2024-08-13 01:00:00.000,True,0 days 02:00:00,False
1591,2024-08-13 03:00:00.000,2024-08-13 03:20:00.000,3.17,64.09,483.19,169.57,9.55,9.13,1.63,371.0,320.91,372.71,369.93,360.52,240.39,350.47,350.19,365.73,381.3,327.34,237.48,834.52,True,2024-08-13 03:00:00.000,True,0 days 02:00:00,False
1592,2024-08-13 05:00:00.000,2024-08-13 05:20:00.000,2.59,64.55,482.57,168.39,9.44,9.08,1.63,369.41,341.18,233.78,367.5,354.44,263.28,346.22,349.64,350.72,308.41,344.54,229.47,626.49,True,2024-08-13 05:00:00.000,True,0 days 02:00:00,False
